REGION,FUEL,YEAR,VALUE
RE1,RESCLIM_RUR,2028,0.2089675891807529
RE1,RESCLIM_RUR,2029,0.220334442239937
RE1,RESCLIM_RUR,2030,0.232147247596605
RE1,RESCLIM_RUR,2031,0.2443540180069751
RE1,RESCLIM_RUR,2032,0.2568838844719188
RE1,RESCLIM_RUR,2033,0.2697332656019333
RE1,RESCLIM_RUR,2034,0.2829027208454533
RE1,RESCLIM_RUR,2035,0.2963994846686306
RE1,RESCLIM_RUR,2036,0.3102497132574231
RE1,RESCLIM_RUR,2037,0.3244126864695764
RE1,RESCLIM_RUR,2038,0.3389155506414053
RE1,RESCLIM_RUR,2039,0.3537611102302602
RE1,RESCLIM_RUR,2040,0.3689483364929176
RE1,RESCLIM_RUR,2041,0.3844930627516505
RE1,RESCLIM_RUR,2042,0.4003834789756061
RE1,RESCLIM_RUR,2043,0.4166207305644635
RE1,RESCLIM_RUR,2044,0.4331930621178414
RE1,RESCLIM_RUR,2045,0.4501119838250163
RE1,RESCLIM_RUR,2046,0.4673632662603003
RE1,RESCLIM_RUR,2047,0.4849338225287823
RE1,RESCLIM_RUR,2048,0.5027942707148695
RE1,RESCLIM_RUR,2049,0.5208677153497994
RE1,RESCLIM_RUR,2050,0.539170151208278
RE1,RESCLIM_RUR,2051,0.5476040746797802
RE1,RESCLIM_RUR,2052,0.5559555504688796
RE1,RESCLIM_RUR,2053,0.5642167338976339
RE1,RESCLIM_RUR,2054,0.5723797635558837
RE1,RESCLIM_RUR,2055,0.5723797635558837
RE1,RESCLIM_URB,2022,1.770700056891672
RE1,RESCLIM_URB,2023,1.952877959932287
RE1,RESCLIM_URB,2024,2.141061325174503
RE1,RESCLIM_URB,2025,2.337223000222693
RE1,RESCLIM_URB,2026,2.540831982536908
RE1,RESCLIM_URB,2027,2.751530998596132
RE1,RESCLIM_URB,2028,2.968831926016837
RE1,RESCLIM_URB,2029,3.19204539776981
RE1,RESCLIM_URB,2030,3.420471835049873
RE1,RESCLIM_URB,2031,3.651951548355352
RE1,RESCLIM_URB,2032,3.888474698007941
RE1,RESCLIM_URB,2033,4.129849872803916
RE1,RESCLIM_URB,2034,4.375927964879257
RE1,RESCLIM_URB,2035,4.626659855390924
RE1,RESCLIM_URB,2036,4.881886315796866
RE1,RESCLIM_URB,2037,5.141729789837832
RE1,RESCLIM_URB,2038,5.406146295395555
RE1,RESCLIM_URB,2039,5.674976184950346
RE1,RESCLIM_URB,2040,5.948327995745765
RE1,RESCLIM_URB,2041,6.226002325001811
RE1,RESCLIM_URB,2042,6.507826418719096
RE1,RESCLIM_URB,2043,6.793725041650318
RE1,RESCLIM_URB,2044,7.083437659491885
RE1,RESCLIM_URB,2045,7.377016797427167
RE1,RESCLIM_URB,2046,7.674489824864438
RE1,RESCLIM_URB,2047,7.975927285716643
RE1,RESCLIM_URB,2048,8.281250762107629
RE1,RESCLIM_URB,2049,8.588997144006258
RE1,RESCLIM_URB,2050,8.898541486130894
RE1,RESCLIM_URB,2051,9.000245347985171
RE1,RESCLIM_URB,2052,9.099511114720254
RE1,RESCLIM_URB,2053,9.19622703668242
RE1,RESCLIM_URB,2054,9.290287248067315
RE1,RESCLIM_URB,2055,9.290287248067315
RE1,RESDHT_RUR,2022,18.06508546019993
RE1,RESDHT_RUR,2023,18.63446650520471
RE1,RESDHT_RUR,2024,18.60442585078398
RE1,RESDHT_RUR,2025,18.57516788204381
RE1,RESDHT_RUR,2026,18.57865695407788
RE1,RESDHT_RUR,2027,18.58246465625096
RE1,RESDHT_RUR,2028,18.58527521707763
RE1,RESDHT_RUR,2029,18.58375315828484
RE1,RESDHT_RUR,2030,18.5773922479031
RE1,RESDHT_RUR,2031,18.93815654330199
RE1,RESDHT_RUR,2032,19.29828603556428
RE1,RESDHT_RUR,2033,19.65739961908838
RE1,RESDHT_RUR,2034,20.01545250106872
RE1,RESDHT_RUR,2035,20.37286299260448
RE1,RESDHT_RUR,2036,20.72772442081163
RE1,RESDHT_RUR,2037,21.08054832883779
RE1,RESDHT_RUR,2038,21.43304243776874
RE1,RESDHT_RUR,2039,21.78523623848066
RE1,RESDHT_RUR,2040,22.13692471494361
RE1,RESDHT_RUR,2041,22.45858278331416
RE1,RESDHT_RUR,2042,22.77856653613433
RE1,RESDHT_RUR,2043,23.09681488354021
