REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2046,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2047,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2048,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2049,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2050,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2051,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2052,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2053,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2054,3.125
RE1,DEMRESELCFAN_LOW_URB,ELC002,1.0,2055,3.125
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2022,3.102740908132806
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2023,3.08303708412564
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2024,3.04750775078081
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2025,2.986981339949061
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2026,2.893211108607667
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2027,2.767359134525628
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2028,2.627430373095113
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2029,2.500971250019102
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2030,2.406372386393116
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2031,2.345139618253945
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2032,2.309132762426314
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2033,2.289144018196613
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2034,2.27840092054383
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2035,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2036,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2037,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2038,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2039,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2040,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2041,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2042,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2043,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2044,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2045,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2046,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2047,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2048,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2049,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2050,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2051,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2052,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2053,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2054,2.272727272727273
RE1,DEMRESELCFAN_MID_RUR,ELC002,1.0,2055,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2022,3.102740908132806
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2023,3.08303708412564
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2024,3.04750775078081
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2025,2.986981339949061
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2026,2.893211108607667
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2027,2.767359134525628
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2028,2.627430373095113
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2029,2.500971250019102
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2030,2.406372386393116
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2031,2.345139618253945
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2032,2.309132762426314
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2033,2.289144018196613
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2034,2.27840092054383
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2035,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2036,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2037,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2038,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2039,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2040,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2041,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2042,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2043,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2044,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2045,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2046,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2047,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2048,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2049,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2050,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2051,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2052,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2053,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2054,2.272727272727273
RE1,DEMRESELCFAN_MID_URB,ELC002,1.0,2055,2.272727272727273
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2022,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2023,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2024,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2025,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2026,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2027,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2028,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2029,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2030,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2031,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2032,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2033,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2034,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2035,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2036,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2037,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2038,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2039,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2040,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2041,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2042,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2043,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2044,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2045,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2046,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2047,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2048,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2049,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2050,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2051,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2052,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2053,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2054,1.492537313432836
RE1,DEMRESELCILU_HIG_RUR,ELC002,1.0,2055,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2022,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2023,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2024,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2025,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2026,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2027,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2028,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2029,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2030,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2031,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2032,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2033,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2034,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2035,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2036,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2037,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2038,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2039,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2040,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2041,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2042,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2043,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2044,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2045,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2046,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2047,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2048,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2049,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2050,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2051,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2052,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2053,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2054,1.492537313432836
RE1,DEMRESELCILU_HIG_URB,ELC002,1.0,2055,1.492537313432836
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2022,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2023,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2024,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2025,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2026,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2027,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2028,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2029,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2030,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2031,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2032,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2033,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2034,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2035,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2036,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2037,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2038,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2039,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2040,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2041,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2042,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2043,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2044,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2045,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2046,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2047,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2048,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2049,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2050,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2051,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2052,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2053,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2054,33.33333333333334
RE1,DEMRESELCILU_INC_RUR,ELC002,1.0,2055,33.33333333333334
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2022,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2023,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2024,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2025,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2026,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2027,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2028,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2029,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2030,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2031,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2032,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2033,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2034,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2035,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2036,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2037,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2038,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2039,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2040,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2041,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2042,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2043,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2044,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2045,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2046,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2047,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2048,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2049,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2050,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2051,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2052,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2053,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2054,10.0
RE1,DEMRESELCILU_INC_URB,ELC002,1.0,2055,10.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2022,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2023,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2024,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2025,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2026,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2027,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2028,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2029,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2030,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2031,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2032,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2033,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2034,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2035,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2036,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2037,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2038,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2039,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2040,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2041,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2042,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2043,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2044,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2045,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2046,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2047,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2048,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2049,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2050,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2051,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2052,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2053,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2054,5.0
RE1,DEMRESELCILU_LFC_RUR,ELC002,1.0,2055,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2022,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2023,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2024,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2025,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2026,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2027,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2028,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2029,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2030,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2031,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2032,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2033,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2034,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2035,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2036,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2037,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2038,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2039,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2040,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2041,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2042,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2043,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2044,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2045,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2046,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2047,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2048,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2049,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2050,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2051,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2052,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2053,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2054,5.0
RE1,DEMRESELCILU_LFC_URB,ELC002,1.0,2055,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2022,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2023,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2024,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2025,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2026,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2027,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2028,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2029,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2030,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2031,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2032,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2033,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2034,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2035,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2036,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2037,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2038,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2039,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2040,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2041,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2042,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2043,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2044,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2045,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2046,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2047,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2048,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2049,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2050,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2051,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2052,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2053,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2054,5.0
RE1,DEMRESELCILU_LOW_RUR,ELC002,1.0,2055,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2022,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2023,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2024,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2025,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2026,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2027,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2028,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2029,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2030,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2031,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2032,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2033,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2034,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2035,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2036,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2037,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2038,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2039,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2040,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2041,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2042,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2043,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2044,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2045,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2046,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2047,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2048,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2049,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2050,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2051,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2052,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2053,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2054,5.0
RE1,DEMRESELCILU_LOW_URB,ELC002,1.0,2055,5.0
RE1,DEMRESELCILU_MID_RUR,ELC002,1.0,2022,4.919995522048908
RE1,DEMRESELCILU_MID_RUR,ELC002,1.0,2023,4.850359718605035
RE1,DEMRESELCILU_MID_RUR,ELC002,1.0,2024,4.72752008906414
RE1,DEMRESELCILU_MID_RUR,ELC002,1.0,2025,4.525971187222953
RE1,DEMRESELCILU_MID_RUR,ELC002,1.0,2026,4.231573937904144
